mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
1.1019895871480305,0.002943742229406485,0.005666573842366536,0.0012553082768620672,0.018437259484133415,3,1,5,59,"OrderedDict([('learning_rate', 0.018437259484133415), ('max_depth', 3), ('min_samples_leaf', 1), ('min_samples_split', 5), ('n_estimators', 59)])",-2957.294166458766,-3252.504696866693,-2901.102520985585,-3036.9671281036813,154.1248582944974,48
11.187429904937744,0.01235906273683185,0.021667321523030598,0.0004704158408268909,0.01596202593826532,8,2,4,184,"OrderedDict([('learning_rate', 0.01596202593826532), ('max_depth', 8), ('min_samples_leaf', 2), ('min_samples_split', 4), ('n_estimators', 184)])",-2421.516741620075,-2709.5962196094088,-2474.1363293747386,-2535.0830968680743,125.25528002328355,37
3.915980577468872,0.0023555042279210948,0.00866842269897461,0.0004732250653287291,0.03342224862869176,6,4,4,95,"OrderedDict([('learning_rate', 0.03342224862869176), ('max_depth', 6), ('min_samples_leaf', 4), ('min_samples_split', 4), ('n_estimators', 95)])",-2326.9327063639093,-2653.0055748521595,-2360.6232669868537,-2446.853849400974,146.41872352639362,30
18.868736187616985,0.09262022008131822,0.028808434804280598,0.0009902137238820006,0.03448865018865252,9,4,3,324,"OrderedDict([('learning_rate', 0.03448865018865252), ('max_depth', 9), ('min_samples_leaf', 4), ('min_samples_split', 3), ('n_estimators', 324)])",-2476.9015602844192,-2737.369540298352,-2527.4782204725516,-2580.583107018441,112.77112184841022,42
2.3411128520965576,0.006184175236678477,0.005668322245279948,0.00047097779783382784,0.10430798616546307,4,3,5,99,"OrderedDict([('learning_rate', 0.10430798616546307), ('max_depth', 4), ('min_samples_leaf', 3), ('min_samples_split', 5), ('n_estimators', 99)])",-2367.5796652064328,-2702.9513671611517,-2312.2284954157553,-2460.9198425944464,172.62750295045066,34
7.6860279242197675,0.05493762196912729,0.015673160552978516,0.0004700429794878909,0.008033135376728236,9,1,4,106,"OrderedDict([('learning_rate', 0.008033135376728236), ('max_depth', 9), ('min_samples_leaf', 1), ('min_samples_split', 4), ('n_estimators', 106)])",-3243.616267804901,-3502.6148135892595,-3245.2028266599323,-3330.477969351364,121.72085318571119,49
10.135565042495728,0.037973977622658105,0.018565575281778973,0.0004042776952158928,0.02772118612491809,9,3,2,151,"OrderedDict([('learning_rate', 0.02772118612491809), ('max_depth', 9), ('min_samples_leaf', 3), ('min_samples_split', 2), ('n_estimators', 151)])",-2460.195398333162,-2709.0037386288864,-2547.861351843117,-2572.3534962683884,103.04140398917167,41
5.47788667678833,0.028145756908519493,0.013738234837849935,0.0005221993313453155,0.0070567048833986784,3,4,4,300,"OrderedDict([('learning_rate', 0.0070567048833986784), ('max_depth', 3), ('min_samples_leaf', 4), ('min_samples_split', 4), ('n_estimators', 300)])",-2447.5995521341442,-2772.3581636042127,-2373.386573067358,-2531.1147629352386,173.25448592603178,36
14.291823863983154,0.024094478022476478,0.022978464762369793,3.017185836372051e-05,0.04541552238519936,9,3,4,240,"OrderedDict([('learning_rate', 0.04541552238519936), ('max_depth', 9), ('min_samples_leaf', 3), ('min_samples_split', 4), ('n_estimators', 240)])",-2509.428998661039,-2762.6540744019403,-2543.546562396625,-2605.2098784865343,112.19776634556025,44
10.520243326822916,0.043612603178690264,0.01683632532755534,0.00023158290407252865,0.0595868806782271,9,2,3,175,"OrderedDict([('learning_rate', 0.0595868806782271), ('max_depth', 9), ('min_samples_leaf', 2), ('min_samples_split', 3), ('n_estimators', 175)])",-2462.4241568605644,-2806.2089467207297,-2560.792618150816,-2609.808573910703,144.5658290055455,45
3.348355293273926,0.008993968586202671,0.0086669921875,0.0004717076892080888,0.034385198575257486,6,4,4,80,"OrderedDict([('learning_rate', 0.034385198575257486), ('max_depth', 6), ('min_samples_leaf', 4), ('min_samples_split', 4), ('n_estimators', 80)])",-2343.4509309659506,-2658.416520245501,-2355.508415008339,-2452.4586220732635,145.71739222436108,31
0.9137487411499023,0.0014147854242063977,0.004004240036010742,5.227115520606152e-06,0.040309108084321,3,3,2,50,"OrderedDict([('learning_rate', 0.040309108084321), ('max_depth', 3), ('min_samples_leaf', 3), ('min_samples_split', 2), ('n_estimators', 50)])",-2464.289972828084,-2782.7773854492725,-2384.730095417822,-2543.9324845650594,171.9837366965766,38
3.029441515604655,0.0370413023128494,0.0056650638580322266,0.00047188343397353775,0.1529037800666895,5,3,5,99,"OrderedDict([('learning_rate', 0.1529037800666895), ('max_depth', 5), ('min_samples_leaf', 3), ('min_samples_split', 5), ('n_estimators', 99)])",-2443.6085255409016,-2738.297477935434,-2464.7365972124985,-2548.880866896278,134.21522083655842,39
1.54621156056722,0.015757826122670147,0.003663221995035807,0.000469645239272058,0.17068621685736426,5,4,5,50,"OrderedDict([('learning_rate', 0.17068621685736426), ('max_depth', 5), ('min_samples_leaf', 4), ('min_samples_split', 5), ('n_estimators', 50)])",-2358.251178868161,-2728.027338796012,-2401.7437595376,-2496.0074257339243,165.02086976364728,35
1.4604743321736653,0.003861925419744657,0.004001537958780925,7.867411722033553e-07,0.060276742252253705,3,3,5,82,"OrderedDict([('learning_rate', 0.060276742252253705), ('max_depth', 3), ('min_samples_leaf', 3), ('min_samples_split', 5), ('n_estimators', 82)])",-2342.2003696459324,-2666.0843847945853,-2285.10450786243,-2431.1297541009826,167.76519945343375,25
15.172043005625406,0.06726803922642677,0.03172111511230469,0.0009088581489590248,0.005,6,4,2,350,"OrderedDict([('learning_rate', 0.005), ('max_depth', 6), ('min_samples_leaf', 4), ('min_samples_split', 2), ('n_estimators', 350)])",-2464.9572382572164,-2768.9634419850054,-2468.142198181689,-2567.35429280797,142.56512609177636,40
1.0289045174916585,0.00981810648408223,0.003076791763305664,0.00011076709256906953,0.1621829522797135,3,5,3,58,"OrderedDict([('learning_rate', 0.1621829522797135), ('max_depth', 3), ('min_samples_leaf', 5), ('min_samples_split', 3), ('n_estimators', 58)])",-2380.2151207360816,-2678.626927646664,-2305.162411161943,-2454.668153181563,161.29967306959543,33
1.7414829730987549,0.014715121532082327,0.004505236943562825,0.0004075373669678743,0.06933260193619957,3,3,5,100,"OrderedDict([('learning_rate', 0.06933260193619957), ('max_depth', 3), ('min_samples_leaf', 3), ('min_samples_split', 5), ('n_estimators', 100)])",-2341.3432794985983,-2663.1283769712168,-2296.988168607147,-2433.819941692321,163.15353266803626,27
1.5916233857472737,0.01569907253807394,0.003843386967976888,0.0004714885323348971,0.05057818559191914,3,3,5,90,"OrderedDict([('learning_rate', 0.05057818559191914), ('max_depth', 3), ('min_samples_leaf', 3), ('min_samples_split', 5), ('n_estimators', 90)])",-2341.2751575494253,-2663.259681026943,-2275.3450429901964,-2426.626627188855,169.47585202225292,22
1.13254714012146,0.00268448250809436,0.004844506581624349,0.0006311057430772602,0.013915049273988934,3,3,5,62,"OrderedDict([('learning_rate', 0.013915049273988934), ('max_depth', 3), ('min_samples_leaf', 3), ('min_samples_split', 5), ('n_estimators', 62)])",-3278.011914277207,-3558.6933716943668,-3217.3503273951837,-3351.351871122252,148.68945361700085,50
21.35626721382141,0.03384982001505586,0.03901171684265137,0.0008405714719888783,0.015579548781348762,10,1,5,263,"OrderedDict([('learning_rate', 0.015579548781348762), ('max_depth', 10), ('min_samples_leaf', 1), ('min_samples_split', 5), ('n_estimators', 263)])",-2569.8234324284667,-2834.3048309104947,-2645.3924645868296,-2683.173575975264,111.22997743132998,46
2.319720904032389,0.01672615348652335,0.006630659103393555,0.0008401546199577099,0.04544636341609282,4,4,5,91,"OrderedDict([('learning_rate', 0.04544636341609282), ('max_depth', 4), ('min_samples_leaf', 4), ('min_samples_split', 5), ('n_estimators', 91)])",-2329.4065168485454,-2642.3660691298082,-2276.239415901444,-2416.004000626599,161.52713848054236,17
3.0452445348103843,0.01897202679756246,0.006506284077962239,0.00040433510480105154,0.0435733896001599,5,4,5,91,"OrderedDict([('learning_rate', 0.0435733896001599), ('max_depth', 5), ('min_samples_leaf', 4), ('min_samples_split', 5), ('n_estimators', 91)])",-2289.784204974943,-2636.800331249181,-2301.170839592554,-2409.2517919388924,160.96825187732549,13
3.7794576485951743,0.021949705378484567,0.008666753768920898,0.0004712018568280267,0.04174423040803088,6,4,5,91,"OrderedDict([('learning_rate', 0.04174423040803088), ('max_depth', 6), ('min_samples_leaf', 4), ('min_samples_split', 5), ('n_estimators', 91)])",-2333.139278921826,-2645.72956226156,-2344.700775601983,-2441.18987226179,144.70839791404174,29
1.2376608848571777,0.012468775098164143,0.004010200500488281,0.00031466363276626345,0.10097867711340992,3,5,2,70,"OrderedDict([('learning_rate', 0.10097867711340992), ('max_depth', 3), ('min_samples_leaf', 5), ('min_samples_split', 2), ('n_estimators', 70)])",-2343.283794219871,-2678.9674342555877,-2266.528682881676,-2429.5933037857117,179.09667685329387,23
8.302066644032797,0.026145326831175934,0.014668146769205729,0.0004724982798554783,0.021259922894137927,5,1,5,257,"OrderedDict([('learning_rate', 0.021259922894137927), ('max_depth', 5), ('min_samples_leaf', 1), ('min_samples_split', 5), ('n_estimators', 257)])",-2339.112402959537,-2665.2443496434958,-2311.6497598117116,-2438.6688374715814,160.6048903969825,28
2.739201068878174,0.02381001833888937,0.005999962488810222,4.052336624139774e-07,0.04264480462496694,4,3,5,108,"OrderedDict([('learning_rate', 0.04264480462496694), ('max_depth', 4), ('min_samples_leaf', 3), ('min_samples_split', 5), ('n_estimators', 108)])",-2315.07695412751,-2633.864415872281,-2264.5892604005467,-2404.510210133446,163.48244670715331,6
2.911024332046509,0.006233733321927763,0.006998221079508464,1.4868010627325145e-06,0.04161220182585722,4,2,5,116,"OrderedDict([('learning_rate', 0.04161220182585722), ('max_depth', 4), ('min_samples_leaf', 2), ('min_samples_split', 5), ('n_estimators', 116)])",-2322.9474586519495,-2627.125825806869,-2280.726043044556,-2410.266442501125,154.30847045184933,15
6.196309566497803,0.004083160363042296,0.014000654220581055,0.0014137739400585845,0.015284704787864358,3,5,2,350,"OrderedDict([('learning_rate', 0.015284704787864358), ('max_depth', 3), ('min_samples_leaf', 5), ('min_samples_split', 2), ('n_estimators', 350)])",-2333.817470527217,-2669.3261319058774,-2266.2957609205764,-2423.1464544512237,176.2443767628893,21
6.035705486933391,0.021459795977717626,0.010005315144856771,1.959614436775518e-06,0.03509429515252819,3,5,2,350,"OrderedDict([('learning_rate', 0.03509429515252819), ('max_depth', 3), ('min_samples_leaf', 5), ('min_samples_split', 2), ('n_estimators', 350)])",-2380.387863875936,-2686.7895275538926,-2295.013680641443,-2454.0636906904238,168.21251271054044,32
6.356404066085815,0.026980203260113703,0.012125730514526367,0.0005948853627992893,0.026402503882243408,5,5,5,194,"OrderedDict([('learning_rate', 0.026402503882243408), ('max_depth', 5), ('min_samples_leaf', 5), ('min_samples_split', 5), ('n_estimators', 194)])",-2310.282766847216,-2650.5932453919427,-2286.8819500763975,-2415.919320771852,166.2142948702715,16
2.7998541990915933,0.008272423083096175,0.006354093551635742,0.0005023904342498569,0.043661952176300534,4,5,5,112,"OrderedDict([('learning_rate', 0.043661952176300534), ('max_depth', 4), ('min_samples_leaf', 5), ('min_samples_split', 5), ('n_estimators', 112)])",-2314.9920685932784,-2639.509431687609,-2246.600873029144,-2400.3674577700103,171.38845094225164,1
2.8991283575693765,0.005931361880256838,0.006515026092529297,6.564092587440588e-06,0.04481737971917651,4,5,2,116,"OrderedDict([('learning_rate', 0.04481737971917651), ('max_depth', 4), ('min_samples_leaf', 5), ('min_samples_split', 2), ('n_estimators', 116)])",-2320.945063821771,-2645.427880104942,-2264.0043866214364,-2410.125776849383,167.9997421176104,14
6.497122764587402,0.03446633065747446,0.015505154927571615,0.0007091931350571109,0.009820467852271381,3,5,5,350,"OrderedDict([('learning_rate', 0.009820467852271381), ('max_depth', 3), ('min_samples_leaf', 5), ('min_samples_split', 5), ('n_estimators', 350)])",-2344.3321327539165,-2688.0180206313785,-2268.877693356795,-2433.7426155806966,182.41953352359621,26
6.035376946131389,0.044414908475143136,0.008363882700602213,0.0001488842525869719,0.15459842414612382,3,5,5,350,"OrderedDict([('learning_rate', 0.15459842414612382), ('max_depth', 3), ('min_samples_leaf', 5), ('min_samples_split', 5), ('n_estimators', 350)])",-2541.2671618087493,-2774.678339984346,-2460.429716068806,-2592.125072620634,133.23649331749624,43
3.1665519078572593,0.012832057959968945,0.0070002079010009766,1.0115243642614567e-06,0.03946043127964615,4,5,5,125,"OrderedDict([('learning_rate', 0.03946043127964615), ('max_depth', 4), ('min_samples_leaf', 5), ('min_samples_split', 5), ('n_estimators', 125)])",-2309.0898481916784,-2639.4616666074407,-2263.241830047252,-2403.9311149487903,167.59373648879617,5
2.963981787363688,0.0036901399684067964,0.006698052088419597,0.0009660757371135214,0.04211411500548983,4,5,5,118,"OrderedDict([('learning_rate', 0.04211411500548983), ('max_depth', 4), ('min_samples_leaf', 5), ('min_samples_split', 5), ('n_estimators', 118)])",-2317.143249042166,-2644.453581236633,-2249.338740936241,-2403.645190405013,172.51255732275877,3
3.9187443256378174,0.028218744957199324,0.007836262385050455,0.0006286609331144924,0.030810578047762854,3,5,5,220,"OrderedDict([('learning_rate', 0.030810578047762854), ('max_depth', 3), ('min_samples_leaf', 5), ('min_samples_split', 5), ('n_estimators', 220)])",-2339.1136067378957,-2675.0292790357817,-2277.279152697212,-2430.47401282363,174.7595178155775,24
22.496618350346882,0.06856690457652664,0.035666465759277344,0.0012391684489371179,0.2,10,5,5,350,"OrderedDict([('learning_rate', 0.2), ('max_depth', 10), ('min_samples_leaf', 5), ('min_samples_split', 5), ('n_estimators', 350)])",-2613.7359871896856,-2919.454705451402,-2718.224099638126,-2750.471597426405,126.87502908794525,47
2.979058027267456,0.01028579288804321,0.006739060084025065,0.0005141700065881405,0.043768460509935415,4,5,5,119,"OrderedDict([('learning_rate', 0.043768460509935415), ('max_depth', 4), ('min_samples_leaf', 5), ('min_samples_split', 5), ('n_estimators', 119)])",-2319.9156596676085,-2644.0037860972056,-2250.998922978996,-2404.97278958127,171.34612556752455,9
5.29894216855367,0.015755257838037336,0.011002540588378906,0.0008204331007712749,0.017372613740517708,3,5,5,294,"OrderedDict([('learning_rate', 0.017372613740517708), ('max_depth', 3), ('min_samples_leaf', 5), ('min_samples_split', 5), ('n_estimators', 294)])",-2333.3101863781285,-2669.5710460968244,-2264.538627693443,-2422.473286722798,176.9658325529315,20
3.734536329905192,0.012037014460541302,0.008665005366007486,0.0012486367773755598,0.03466693940685498,4,5,5,148,"OrderedDict([('learning_rate', 0.03466693940685498), ('max_depth', 4), ('min_samples_leaf', 5), ('min_samples_split', 5), ('n_estimators', 148)])",-2314.3884797922397,-2641.3274453946938,-2263.4077492592787,-2406.3745581487374,167.43536691377744,11
1.2942322889963787,0.007899596149050774,0.004533608754475911,0.0007943944944005062,0.08877086572077784,4,5,5,50,"OrderedDict([('learning_rate', 0.08877086572077784), ('max_depth', 4), ('min_samples_leaf', 5), ('min_samples_split', 5), ('n_estimators', 50)])",-2309.9981969086803,-2648.487369671811,-2256.1236152763427,-2404.8697272856116,173.66209411358324,7
0.9075587590535482,0.008156372192679427,0.0029976367950439453,1.0910092533729125e-05,0.10525572662008355,3,5,5,50,"OrderedDict([('learning_rate', 0.10525572662008355), ('max_depth', 3), ('min_samples_leaf', 5), ('min_samples_split', 5), ('n_estimators', 50)])",-2326.227134499346,-2664.758983176612,-2262.9042168025153,-2417.963444826158,176.41518507709372,19
1.6305096944173176,0.00714497397422214,0.004505634307861328,0.0007014921533679996,0.08100032128884464,5,5,5,50,"OrderedDict([('learning_rate', 0.08100032128884464), ('max_depth', 5), ('min_samples_leaf', 5), ('min_samples_split', 5), ('n_estimators', 50)])",-2318.041021154639,-2658.9343752710092,-2276.5889095275825,-2417.854768651077,171.30694077318537,18
7.97780966758728,0.02264509382767265,0.016347408294677734,0.00025054816980676507,0.013261299505553733,4,5,5,316,"OrderedDict([('learning_rate', 0.013261299505553733), ('max_depth', 4), ('min_samples_leaf', 5), ('min_samples_split', 5), ('n_estimators', 316)])",-2315.94806696021,-2638.2576087182383,-2256.537899060692,-2403.581191579713,167.7044177179867,2
7.874414682388306,0.005675674505108082,0.016028086344401043,0.00041550306621352144,0.013088078483621632,4,5,2,313,"OrderedDict([('learning_rate', 0.013088078483621632), ('max_depth', 4), ('min_samples_leaf', 5), ('min_samples_split', 2), ('n_estimators', 313)])",-2309.659044852836,-2642.1685443911206,-2259.5590151410597,-2403.795534795005,169.79158208857592,4
8.126322189966837,0.05137501639893267,0.015186389287312826,0.0001828430962212298,0.013045722671906198,4,5,2,326,"OrderedDict([('learning_rate', 0.013045722671906198), ('max_depth', 4), ('min_samples_leaf', 5), ('min_samples_split', 2), ('n_estimators', 326)])",-2318.635503552398,-2642.175250567579,-2258.0299359952273,-2406.2802300384014,168.62800130776526,10
7.566147883733113,0.03415482975754392,0.015558163324991861,0.0008018656928591651,0.013287219257380281,4,5,5,302,"OrderedDict([('learning_rate', 0.013287219257380281), ('max_depth', 4), ('min_samples_leaf', 5), ('min_samples_split', 5), ('n_estimators', 302)])",-2318.63527820633,-2641.006980649523,-2259.871620262546,-2406.5046263727995,167.54463583321692,12
7.759591976801555,0.03224686641972063,0.014868577321370443,0.0006720163456482374,0.014254427631060596,4,5,5,313,"OrderedDict([('learning_rate', 0.014254427631060596), ('max_depth', 4), ('min_samples_leaf', 5), ('min_samples_split', 5), ('n_estimators', 313)])",-2314.7175950335004,-2642.1477876447866,-2257.9361378131352,-2404.9338401638074,169.32980861944853,8
